latitudeAirport,longitudeAirport,nameAirport,nameCountry,geometry
33.423423,1.341033,unkown,unkown,POINT (1.341033 33.423423)
33.423423,2.420444,unkown,unkown,POINT (2.420444 33.423423)
33.423423,3.499855,unkown,unkown,POINT (3.499855 33.423423)
33.423423,4.579266,unkown,unkown,POINT (4.579266 33.423423)
33.423423,5.658677,unkown,unkown,POINT (5.658677 33.423423)
33.423423,6.738088,unkown,unkown,POINT (6.738088 33.423423)
33.423423,7.817498,unkown,unkown,POINT (7.817498 33.423423)
33.423423,8.896909,unkown,unkown,POINT (8.896909 33.423423)
33.423423,9.97632,unkown,unkown,POINT (9.97632 33.423423)
34.324324,-0.007226,unkown,unkown,POINT (-0.007226 34.324324)
34.324324,1.083639,unkown,unkown,POINT (1.083639 34.324324)
34.324324,2.174504,unkown,unkown,POINT (2.174504 34.324324)
34.324324,3.26537,unkown,unkown,POINT (3.26537 34.324324)
34.324324,4.356235,unkown,unkown,POINT (4.356235 34.324324)
34.324324,5.4471,unkown,unkown,POINT (5.4471 34.324324)
34.324324,6.537965,unkown,unkown,POINT (6.537965 34.324324)
34.324324,7.628831,unkown,unkown,POINT (7.628831 34.324324)
34.324324,8.719696,unkown,unkown,POINT (8.719696 34.324324)
34.324324,9.810561,unkown,unkown,POINT (9.810561 34.324324)
34.324324,10.901427,unkown,unkown,POINT (10.901427 34.324324)
35.225225,0.865918,unkown,unkown,POINT (0.865918 35.225225)
35.225225,1.968759,unkown,unkown,POINT (1.968759 35.225225)
35.225225,3.0716,unkown,unkown,POINT (3.0716 35.225225)
35.225225,4.174441,unkown,unkown,POINT (4.174441 35.225225)
35.225225,5.277282,unkown,unkown,POINT (5.277282 35.225225)
35.225225,6.380123,unkown,unkown,POINT (6.380123 35.225225)
35.225225,7.482964,unkown,unkown,POINT (7.482964 35.225225)
35.225225,8.585805,unkown,unkown,POINT (8.585805 35.225225)
35.225225,9.688646,unkown,unkown,POINT (9.688646 35.225225)
35.225225,10.791487,unkown,unkown,POINT (10.791487 35.225225)
35.225225,11.894328,unkown,unkown,POINT (11.894328 35.225225)
36.126126,1.803893,unkown,unkown,POINT (1.803893 36.126126)
36.126126,2.919255,unkown,unkown,POINT (2.919255 36.126126)
36.126126,4.034616,unkown,unkown,POINT (4.034616 36.126126)
36.126126,5.149977,unkown,unkown,POINT (5.149977 36.126126)
36.126126,6.265338,unkown,unkown,POINT (6.265338 36.126126)
36.126126,7.3807,unkown,unkown,POINT (7.3807 36.126126)
36.126126,8.496061,unkown,unkown,POINT (8.496061 36.126126)
36.126126,9.611422,unkown,unkown,POINT (9.611422 36.126126)
36.126126,10.726784,unkown,unkown,POINT (10.726784 36.126126)
36.126126,11.842145,unkown,unkown,POINT (11.842145 36.126126)
37.027027,2.809125,unkown,unkown,POINT (2.809125 37.027027)
37.027027,3.937576,unkown,unkown,POINT (3.937576 37.027027)
37.027027,5.066027,unkown,unkown,POINT (5.066027 37.027027)
37.027027,6.194479,unkown,unkown,POINT (6.194479 37.027027)
37.027027,7.32293,unkown,unkown,POINT (7.32293 37.027027)
37.027027,8.451382,unkown,unkown,POINT (8.451382 37.027027)
37.027027,9.579833,unkown,unkown,POINT (9.579833 37.027027)
37.027027,10.708284,unkown,unkown,POINT (10.708284 37.027027)
37.027027,11.836736,unkown,unkown,POINT (11.836736 37.027027)
37.927928,3.884233,unkown,unkown,POINT (3.884233 37.927928)
37.927928,5.026371,unkown,unkown,POINT (5.026371 37.927928)
37.927928,6.168509,unkown,unkown,POINT (6.168509 37.927928)
37.927928,7.310647,unkown,unkown,POINT (7.310647 37.927928)
37.927928,8.452785,unkown,unkown,POINT (8.452785 37.927928)
37.927928,9.594923,unkown,unkown,POINT (9.594923 37.927928)
37.927928,10.737061,unkown,unkown,POINT (10.737061 37.927928)
37.927928,11.879199,unkown,unkown,POINT (11.879199 37.927928)
38.828829,5.032048,unkown,unkown,POINT (5.032048 38.828829)
38.828829,6.188498,unkown,unkown,POINT (6.188498 38.828829)
38.828829,7.344948,unkown,unkown,POINT (7.344948 38.828829)
38.828829,8.501399,unkown,unkown,POINT (8.501399 38.828829)
38.828829,9.657849,unkown,unkown,POINT (9.657849 38.828829)
38.828829,10.814299,unkown,unkown,POINT (10.814299 38.828829)
38.828829,11.970749,unkown,unkown,POINT (11.970749 38.828829)
39.72973,5.084207,unkown,unkown,POINT (5.084207 39.72973)
39.72973,6.255626,unkown,unkown,POINT (6.255626 39.72973)
39.72973,7.427045,unkown,unkown,POINT (7.427045 39.72973)
39.72973,8.598464,unkown,unkown,POINT (8.598464 39.72973)
39.72973,9.769883,unkown,unkown,POINT (9.769883 39.72973)
39.72973,10.941302,unkown,unkown,POINT (10.941302 39.72973)
40.630631,7.558274,unkown,unkown,POINT (7.558274 40.630631)
40.630631,8.745351,unkown,unkown,POINT (8.745351 40.630631)
